ID,2021_Value,2020_Value,2019_Value
163_X_Distell,,,
164_X_Distell,,,
166_X_Distell,,,
169_X_Distell,,,
170_X_Distell,,,
172_X_Distell,,,
179_X_Distell,,,
183_X_Distell,,,
185_X_Distell,,,
187_X_Distell,,,
188_X_Distell,,,
189_X_Distell,,,
190_X_Distell,,,
191_X_Distell,,,
193_X_Distell,,,
194_X_Distell,,,
195_X_Distell,,,
196_X_Distell,,,
197_X_Distell,,,
198_X_Distell,,,
203_X_Distell,,,
212_X_Distell,,,
213_X_Distell,60.0,46.0,
214_X_Distell,,,
216_X_Distell,,,
219_X_Distell,1.0,0.0,
220_X_Distell,3.0,3.0,
222_X_Distell,,,
226_X_Distell,,,
228_X_Distell,,,
229_X_Distell,,,
232_X_Distell,,,
236_X_Distell,31.0,55.0,
243_X_Distell,6.0,1.0,
244_X_Distell,32.0,55.0,
246_X_Distell,,,
252_X_Distell,,,
259_X_Distell,,,
262_X_Distell,,,
265_X_Distell,,,
267_X_Distell,,,
268_X_Distell,,,
269_X_Distell,,,
273_X_Distell,,,
274_X_Distell,,,
275_X_Distell,,,
276_X_Distell,,,
277_X_Distell,,,
278_X_Distell,,,
279_X_Distell,,,
281_X_Distell,,,
282_X_Distell,,,
285_X_Distell,,,
286_X_Distell,,,
287_X_Distell,,,
288_X_Distell,,,
289_X_Distell,75.0,75.05,
290_X_Distell,,,
291_X_Distell,,,
293_X_Distell,,,
294_X_Distell,,,
295_X_Distell,29.0,25.0,
298_X_Distell,25.0,25.0,
300_X_Distell,,,
302_X_Distell,,,
308_X_Distell,,,
311_X_Distell,25.4,19.0,
314_X_Distell,,,
316_X_Distell,,,
317_X_Distell,,,
318_X_Distell,,,
319_X_Distell,,,
321_X_Distell,,,
323_X_Distell,,,
324_X_Distell,,,
325_X_Distell,,,
326_X_Distell,,,
331_X_Distell,,,
332_X_Distell,,,
333_X_Distell,,,
334_X_Distell,,,
338_X_Distell,,,
339_X_Distell,,,
341_X_Distell,,,
343_X_Distell,,,
347_X_Distell,,,
348_X_Distell,,,
349_X_Distell,35.0,32.0,
353_X_Distell,,,
356_X_Distell,,,
364_X_Distell,,,
366_X_Distell,,,
367_X_Distell,,,
368_X_Distell,,,
369_X_Distell,,,
376_X_Distell,,,
379_X_Distell,,,
380_X_Distell,,,
382_X_Distell,,,
385_X_Distell,20536935000.0,15876373000.0,
390_X_Distell,,,
393_X_Distell,,,
394_X_Distell,,,
397_X_Distell,,,
398_X_Distell,99314869.0,,
399_X_Distell,1793000.0,,
400_X_Distell,,,
404_X_Distell,,,
406_X_Distell,,,
407_X_Distell,,,
414_X_Distell,,,
418_X_Distell,,,
421_X_Distell,,,
430_X_Distell,,,
432_X_Distell,,,
433_X_Distell,,,
435_X_Distell,,,
439_X_Distell,,,
444_X_Distell,539435000.0,139717000.0,
445_X_Distell,,,
448_X_Distell,,,
449_X_Distell,,,
451_X_Distell,,,
452_X_Distell,,,
453_X_Distell,,,
458_X_Distell,36122000.0,17783000.0,
460_X_Distell,,,
461_X_Distell,,,
466_X_Distell,24500000.0,24600000.0,
467_X_Distell,,,
468_X_Distell,266520.0,273474.0,
471_X_Distell,5144.4,3873.6,
473_X_Distell,,,
474_X_Distell,,,
475_X_Distell,3816799.0,2194902.0,
476_X_Distell,,,
477_X_Distell,116900000.0,105100000.0,
479_X_Distell,,,
480_X_Distell,,,
482_X_Distell,,,
483_X_Distell,,,
484_X_Distell,,,
488_X_Distell,,,
489_X_Distell,2196.737,1696.277,
490_X_Distell,,,
491_X_Distell,,,
498_X_Distell,,,
499_X_Distell,,,
500_X_Distell,8098560.0,8837280.0,
502_X_Distell,,,
504_X_Distell,,,
506_X_Distell,,,
508_X_Distell,74033.0,75965.0,
511_X_Distell,,,
513_X_Distell,,,
517_X_Distell,,,
523_X_Distell,4440.0,4845.0,
525_X_Distell,,,
530_X_Distell,,,
532_X_Distell,,,
533_X_Distell,,,
539_X_Distell,,,
550_X_Distell,,,
554_X_Distell,,,
555_X_Distell,,,
561_X_Distell,,,
564_X_Distell,,,
565_X_Distell,,,
566_X_Distell,,,
572_X_Distell,,,
573_X_Distell,,,
574_X_Distell,,,
575_X_Distell,,,
579_X_Distell,,,
582_X_Distell,,,
585_X_Distell,,,
586_X_Distell,,,
587_X_Distell,600000.0,,
590_X_Distell,,,
592_X_Distell,,,
595_X_Distell,,,
596_X_Distell,,,
597_X_Distell,,,
599_X_Distell,,,
601_X_Distell,,,
602_X_Distell,,,
605_X_Distell,,,
606_X_Distell,,,
607_X_Distell,,,
608_X_Distell,,,
609_X_Distell,,,
613_X_Distell,,,
615_X_Distell,,,
616_X_Distell,,,
617_X_Distell,,,
619_X_Distell,,,
620_X_Distell,,,
621_X_Distell,,,
622_X_Distell,,,
623_X_Distell,,,
627_X_Distell,,,
628_X_Distell,,,
629_X_Distell,,,
630_X_Distell,,,
631_X_Distell,,,
632_X_Distell,,,
638_X_Distell,,,
639_X_Distell,,,
640_X_Distell,,,
644_X_Distell,,,
650_X_Distell,,,
654_X_Distell,,,
678_X_Distell,,,
679_X_Distell,,,
684_X_Distell,,,
689_X_Distell,,,
698_X_Distell,,,
700_X_Distell,,,
703_X_Distell,,,
704_X_Distell,,,
713_X_Distell,,,
716_X_Distell,,,
732_X_Distell,21.1,8.8,
733_X_Distell,,,
734_X_Distell,,,
735_X_Distell,,,
736_X_Distell,,,
737_X_Distell,,,
738_X_Distell,,,
742_X_Distell,,,
749_X_Distell,134371.0,136889.0,
750_X_Distell,12.0,12.0,
751_X_Distell,,,
753_X_Distell,,,
757_X_Distell,,,
758_X_Distell,,,
759_X_Distell,,,
760_X_Distell,,,
761_X_Distell,,,
762_X_Distell,,,
763_X_Distell,,,
764_X_Distell,,,
765_X_Distell,,,
766_X_Distell,,,
767_X_Distell,,,
768_X_Distell,,,
771_X_Distell,,,
772_X_Distell,,,
773_X_Distell,,,
774_X_Distell,,,
775_X_Distell,,,
776_X_Distell,,,
777_X_Distell,,,
778_X_Distell,,,
779_X_Distell,,,
781_X_Distell,,,
782_X_Distell,,,
783_X_Distell,,,
784_X_Distell,,,
785_X_Distell,,,
786_X_Distell,,,
788_X_Distell,,,
789_X_Distell,,,
790_X_Distell,,,
791_X_Distell,,,
792_X_Distell,,,
794_X_Distell,2.0,2.0,
795_X_Distell,8.0,8.0,
796_X_Distell,10.0,10.0,
797_X_Distell,,,
798_X_Distell,,,
799_X_Distell,8.9,7.9,
800_X_Distell,,,
802_X_Distell,,,
803_X_Distell,,,
804_X_Distell,,,
805_X_Distell,,,
806_X_Distell,,,
807_X_Distell,,,
808_X_Distell,,,
809_X_Distell,,,
810_X_Distell,,,
813_X_Distell,,,
814_X_Distell,,,
815_X_Distell,,,
816_X_Distell,,,
817_X_Distell,,,
818_X_Distell,,,
819_X_Distell,,,
820_X_Distell,,,
821_X_Distell,,,
822_X_Distell,,,
823_X_Distell,,,
824_X_Distell,,,
825_X_Distell,,,
826_X_Distell,,,
827_X_Distell,,,
828_X_Distell,,,
829_X_Distell,,,
830_X_Distell,,,
831_X_Distell,,,
832_X_Distell,,,
833_X_Distell,,,
834_X_Distell,,,
835_X_Distell,,,
836_X_Distell,,,
837_X_Distell,,,
838_X_Distell,,,
839_X_Distell,,,
840_X_Distell,,,
841_X_Distell,,,
842_X_Distell,,,
843_X_Distell,,,
844_X_Distell,,,
845_X_Distell,,,
846_X_Distell,,,
847_X_Distell,,,
848_X_Distell,,,
849_X_Distell,,,
850_X_Distell,,,
851_X_Distell,,,
852_X_Distell,,,
853_X_Distell,,,
854_X_Distell,,,
855_X_Distell,,,
856_X_Distell,,,
857_X_Distell,,,
858_X_Distell,,,
859_X_Distell,,,
860_X_Distell,,,
861_X_Distell,,,
862_X_Distell,,,
863_X_Distell,,,
864_X_Distell,,,
865_X_Distell,,,
866_X_Distell,,,
867_X_Distell,,,
871_X_Distell,,,
874_X_Distell,2680770.0,,
880_X_Distell,,,
882_X_Distell,,,
883_X_Distell,,,
886_X_Distell,,,
887_X_Distell,,,
888_X_Distell,,,
889_X_Distell,,,
891_X_Distell,,,
905_X_Distell,,,
913_X_Distell,,,
914_X_Distell,,,
915_X_Distell,,,
916_X_Distell,,,
917_X_Distell,,,
918_X_Distell,,,
919_X_Distell,,,
920_X_Distell,,,
921_X_Distell,,,
922_X_Distell,,,
923_X_Distell,,,
924_X_Distell,,,
925_X_Distell,,,
926_X_Distell,,,
927_X_Distell,,,
928_X_Distell,,,
929_X_Distell,,,
930_X_Distell,,,
931_X_Distell,,,
932_X_Distell,,,
933_X_Distell,,,
934_X_Distell,,,
935_X_Distell,,,
936_X_Distell,,,
937_X_Distell,,,
938_X_Distell,,,
939_X_Distell,,,
940_X_Distell,,,
941_X_Distell,,,
943_X_Distell,,,
944_X_Distell,,,
945_X_Distell,,,
946_X_Distell,,,
947_X_Distell,,,
948_X_Distell,,,
949_X_Distell,,,
953_X_Distell,,,
957_X_Distell,,,
962_X_Distell,431280.0,359741.0,
965_X_Distell,,,
993_X_Distell,,,
1035_X_Distell,,,
1036_X_Distell,,,
1037_X_Distell,,,
1038_X_Distell,,,
1039_X_Distell,,,
1040_X_Distell,127.0,550.0,
1041_X_Distell,83.3,83.3,
1042_X_Distell,66.7,66.7,
1043_X_Distell,,,
1044_X_Distell,,,
1045_X_Distell,,,
1046_X_Distell,,,
1047_X_Distell,,,
1048_X_Distell,,,
1049_X_Distell,,,
1050_X_Distell,,,
1051_X_Distell,,,
1052_X_Distell,,,
1053_X_Distell,,,
1054_X_Distell,,,
1055_X_Distell,,,
1070_X_Distell,,,
3_X_Impala,,,
6_X_Impala,,,
7_X_Impala,12885.0,11650.0,12421.0
8_X_Impala,32932.0,30581.0,32461.0
9_X_Impala,,,
10_X_Impala,,,
11_X_Impala,,,
12_X_Impala,,,
13_X_Impala,,,
14_X_Impala,,,
15_X_Impala,,,
16_X_Impala,,,
17_X_Impala,,,
18_X_Impala,,,
20_X_Impala,,,
21_X_Impala,,,
26_X_Impala,,,
27_X_Impala,,,
28_X_Impala,,,
29_X_Impala,23.0,26.0,12.0
31_X_Impala,,,
35_X_Impala,,,
38_X_Impala,,,
41_X_Impala,,,
42_X_Impala,,,
43_X_Impala,,,
44_X_Impala,,,
46_X_Impala,,,
47_X_Impala,,,
48_X_Impala,,,
49_X_Impala,,,
50_X_Impala,,,
51_X_Impala,,,
52_X_Impala,,,
53_X_Impala,,,
54_X_Impala,,,
55_X_Impala,,,
62_X_Impala,,,
63_X_Impala,,,
64_X_Impala,,,
65_X_Impala,,,
66_X_Impala,,,
67_X_Impala,,,
70_X_Impala,,,
74_X_Impala,,,
77_X_Impala,,,
82_X_Impala,,,
83_X_Impala,,,
86_X_Impala,,,
90_X_Impala,,,
93_X_Impala,,,
95_X_Impala,,,
96_X_Impala,,,
97_X_Impala,,,
100_X_Impala,,,
101_X_Impala,,,
103_X_Impala,,,
104_X_Impala,,,
105_X_Impala,,,
109_X_Impala,,,
110_X_Impala,,,
111_X_Impala,,,
112_X_Impala,,,
113_X_Impala,,,
114_X_Impala,,,
115_X_Impala,,,
116_X_Impala,,,
118_X_Impala,,,
119_X_Impala,,,
120_X_Impala,,,
121_X_Impala,,,
122_X_Impala,0.03666666666666667,0.018666666666666668,0.017333333333333333
123_X_Impala,,,
124_X_Impala,,,
125_X_Impala,,,
126_X_Impala,,,
128_X_Impala,375928.0,344502.0,356028.0
129_X_Impala,3215898.0,2906905.0,3091658.0
130_X_Impala,,,
132_X_Impala,,,
133_X_Impala,,,
134_X_Impala,,,
135_X_Impala,,,
136_X_Impala,34804.0,31488.0,28964.0
137_X_Impala,,,
138_X_Impala,,,
141_X_Impala,,,
142_X_Impala,,,
143_X_Impala,,,
144_X_Impala,,,
145_X_Impala,,,
146_X_Impala,,,
148_X_Impala,,,
150_X_Impala,,,
151_X_Impala,4.166666666666667,4.096666666666667,6.45
153_X_Impala,,,
154_X_Impala,,,
156_X_Impala,,,
157_X_Impala,7.0633333333333335,12.173333333333334,11.063333333333333
162_X_Impala,,,
163_X_Impala,,,
164_X_Impala,,,
166_X_Impala,,,
169_X_Impala,,,
170_X_Impala,,,
172_X_Impala,,,
179_X_Impala,,,
183_X_Impala,,,
185_X_Impala,,,
187_X_Impala,,,
188_X_Impala,,,
189_X_Impala,,,
190_X_Impala,,,
191_X_Impala,,,
193_X_Impala,,,
194_X_Impala,,,
195_X_Impala,,,
196_X_Impala,,,
197_X_Impala,,,
198_X_Impala,,,
203_X_Impala,,,
212_X_Impala,,,
213_X_Impala,,,
214_X_Impala,,,
216_X_Impala,,,
219_X_Impala,2.0,4.0,0.0
220_X_Impala,,,
222_X_Impala,,,
226_X_Impala,6084.0,5873.0,5571.0
228_X_Impala,,,
229_X_Impala,,,
232_X_Impala,,,
236_X_Impala,553.0,438.0,554.0
243_X_Impala,,,
244_X_Impala,407.0,362.0,412.0
246_X_Impala,,,
252_X_Impala,,,
259_X_Impala,,,
262_X_Impala,,,
265_X_Impala,,,
267_X_Impala,,,
268_X_Impala,,,
269_X_Impala,,,
273_X_Impala,,,
274_X_Impala,,,
275_X_Impala,,,
276_X_Impala,,,
277_X_Impala,,,
278_X_Impala,,,
279_X_Impala,,,
281_X_Impala,,,
282_X_Impala,,,
285_X_Impala,,,
286_X_Impala,,,
287_X_Impala,,,
288_X_Impala,,,
289_X_Impala,,,
290_X_Impala,,,
291_X_Impala,,,
293_X_Impala,,,
294_X_Impala,,,
295_X_Impala,,,
298_X_Impala,,,
300_X_Impala,,,
302_X_Impala,,,
308_X_Impala,,,
311_X_Impala,,,
314_X_Impala,,,
316_X_Impala,,,
317_X_Impala,,,
318_X_Impala,,,
319_X_Impala,,,
321_X_Impala,,,
323_X_Impala,,,
324_X_Impala,,,
325_X_Impala,,,
326_X_Impala,,,
331_X_Impala,,,
332_X_Impala,,,
333_X_Impala,,,
334_X_Impala,,,
338_X_Impala,,,
339_X_Impala,,,
341_X_Impala,,,
343_X_Impala,,,
347_X_Impala,,,
348_X_Impala,,,
349_X_Impala,,,
353_X_Impala,,,
356_X_Impala,,,
364_X_Impala,,,
366_X_Impala,,,
367_X_Impala,,,
368_X_Impala,,,
369_X_Impala,,,
376_X_Impala,,,
379_X_Impala,,,
380_X_Impala,,,
382_X_Impala,,,
385_X_Impala,,,
390_X_Impala,,,
393_X_Impala,,,
394_X_Impala,,,
397_X_Impala,,,
398_X_Impala,,,
399_X_Impala,,,
400_X_Impala,,,
404_X_Impala,,,
406_X_Impala,,,
407_X_Impala,,,
414_X_Impala,,,
418_X_Impala,,,
421_X_Impala,,,
430_X_Impala,,,
432_X_Impala,,,
433_X_Impala,,,
435_X_Impala,,,
439_X_Impala,,,
444_X_Impala,,,
445_X_Impala,,,
448_X_Impala,,,
449_X_Impala,,,
451_X_Impala,,,
452_X_Impala,,,
453_X_Impala,,,
458_X_Impala,,,
460_X_Impala,,,
461_X_Impala,,,
466_X_Impala,719000000.0,492000000.0,465000000.0
467_X_Impala,,,
468_X_Impala,14970000.0,13593000.0,14340000.0
471_X_Impala,,,
473_X_Impala,,,
474_X_Impala,,,
475_X_Impala,,,
476_X_Impala,,,
477_X_Impala,,,
479_X_Impala,,,
480_X_Impala,,,
482_X_Impala,,,
483_X_Impala,,,
484_X_Impala,,,
488_X_Impala,16160.0,15636.0,15928.0
489_X_Impala,29154.0,27220.0,27820.0
490_X_Impala,,,
491_X_Impala,,,
498_X_Impala,,,
499_X_Impala,,,
500_X_Impala,,,
502_X_Impala,1674000000.0,1135000000.0,1188000000.0
504_X_Impala,,,
506_X_Impala,,,
508_X_Impala,3031000.0,2742000.0,2918000.0
511_X_Impala,,,
513_X_Impala,,,
517_X_Impala,,,
523_X_Impala,,,
525_X_Impala,,,
530_X_Impala,,,
532_X_Impala,,,
533_X_Impala,97204887.0,84046335.0,90210837.0
539_X_Impala,,,
550_X_Impala,,,
554_X_Impala,,,
555_X_Impala,,,
561_X_Impala,,,
564_X_Impala,,,
565_X_Impala,,,
566_X_Impala,,,
572_X_Impala,0.222,0.219,0.219
573_X_Impala,,,
574_X_Impala,,,
575_X_Impala,,,
579_X_Impala,11.229999999999999,16.27,17.513333333333332
582_X_Impala,,,
585_X_Impala,,,
586_X_Impala,,,
587_X_Impala,,,
590_X_Impala,,,
592_X_Impala,,,
595_X_Impala,,,
596_X_Impala,,,
597_X_Impala,,,
599_X_Impala,,,
601_X_Impala,,,
602_X_Impala,2514000000.0,1951000000.0,1846000000.0
605_X_Impala,,,
606_X_Impala,,,
607_X_Impala,,,
608_X_Impala,,,
609_X_Impala,,,
613_X_Impala,,,
615_X_Impala,,,
616_X_Impala,,,
617_X_Impala,,,
619_X_Impala,,,
620_X_Impala,,,
621_X_Impala,,,
622_X_Impala,,,
623_X_Impala,,,
627_X_Impala,,,
628_X_Impala,,,
629_X_Impala,,,
630_X_Impala,,,
631_X_Impala,,,
632_X_Impala,,,
638_X_Impala,,,
639_X_Impala,,,
640_X_Impala,,,
644_X_Impala,,,
650_X_Impala,,,
654_X_Impala,,,
678_X_Impala,,,
679_X_Impala,,,
684_X_Impala,,,
689_X_Impala,,,
698_X_Impala,24859000.0,18977000.0,19296000.0
700_X_Impala,,,
703_X_Impala,,,
704_X_Impala,592000.0,406000.0,613000.0
713_X_Impala,,,
716_X_Impala,,,
732_X_Impala,,,
733_X_Impala,,,
734_X_Impala,,,
735_X_Impala,12993.0,11584.0,11892.0
736_X_Impala,,,
737_X_Impala,,,
738_X_Impala,,,
742_X_Impala,,,
749_X_Impala,,,
750_X_Impala,,,
751_X_Impala,,,
753_X_Impala,,,
757_X_Impala,,,
758_X_Impala,,,
759_X_Impala,,,
760_X_Impala,,,
761_X_Impala,,,
762_X_Impala,,,
763_X_Impala,,,
764_X_Impala,,,
765_X_Impala,,,
766_X_Impala,,,
767_X_Impala,,,
768_X_Impala,,,
771_X_Impala,,,
772_X_Impala,,,
773_X_Impala,,,
774_X_Impala,,,
775_X_Impala,,,
776_X_Impala,,,
777_X_Impala,,,
778_X_Impala,,,
779_X_Impala,,,
781_X_Impala,,,
782_X_Impala,,,
783_X_Impala,,,
784_X_Impala,,,
785_X_Impala,,,
786_X_Impala,,,
788_X_Impala,,,
789_X_Impala,,,
790_X_Impala,,,
791_X_Impala,,,
792_X_Impala,,,
794_X_Impala,,,
795_X_Impala,,,
796_X_Impala,,,
797_X_Impala,,,
798_X_Impala,,,
799_X_Impala,,,
800_X_Impala,,,
802_X_Impala,,,
803_X_Impala,,,
804_X_Impala,,,
805_X_Impala,,,
806_X_Impala,,,
807_X_Impala,,,
808_X_Impala,,,
809_X_Impala,,,
810_X_Impala,,,
813_X_Impala,,,
814_X_Impala,,,
815_X_Impala,,,
816_X_Impala,,,
817_X_Impala,,,
818_X_Impala,,,
819_X_Impala,,,
820_X_Impala,,,
821_X_Impala,,,
822_X_Impala,,,
823_X_Impala,,,
824_X_Impala,,,
825_X_Impala,,,
826_X_Impala,,,
827_X_Impala,,,
828_X_Impala,,,
829_X_Impala,,,
830_X_Impala,,,
831_X_Impala,,,
832_X_Impala,,,
833_X_Impala,,,
834_X_Impala,,,
835_X_Impala,,,
836_X_Impala,,,
837_X_Impala,,,
838_X_Impala,,,
839_X_Impala,,,
840_X_Impala,,,
841_X_Impala,,,
842_X_Impala,,,
843_X_Impala,,,
844_X_Impala,,,
845_X_Impala,,,
846_X_Impala,,,
847_X_Impala,,,
848_X_Impala,,,
849_X_Impala,,,
850_X_Impala,,,
851_X_Impala,,,
852_X_Impala,,,
853_X_Impala,,,
854_X_Impala,,,
855_X_Impala,,,
856_X_Impala,,,
857_X_Impala,,,
858_X_Impala,,,
859_X_Impala,,,
860_X_Impala,,,
861_X_Impala,,,
862_X_Impala,,,
863_X_Impala,,,
864_X_Impala,,,
865_X_Impala,,,
866_X_Impala,,,
867_X_Impala,,,
871_X_Impala,50847.0,29569.0,30873.0
874_X_Impala,,,
880_X_Impala,,,
882_X_Impala,,,
883_X_Impala,207.0,173.0,211.0
886_X_Impala,,,
887_X_Impala,,,
888_X_Impala,,,
889_X_Impala,,,
891_X_Impala,,,
905_X_Impala,,,
913_X_Impala,,,
914_X_Impala,,,
915_X_Impala,,,
916_X_Impala,,,
917_X_Impala,,,
918_X_Impala,,,
919_X_Impala,,,
920_X_Impala,,,
921_X_Impala,,,
922_X_Impala,,,
923_X_Impala,,,
924_X_Impala,,,
925_X_Impala,,,
926_X_Impala,,,
927_X_Impala,,,
928_X_Impala,,,
929_X_Impala,,,
930_X_Impala,,,
931_X_Impala,,,
932_X_Impala,,,
933_X_Impala,,,
934_X_Impala,,,
935_X_Impala,,,
936_X_Impala,,,
937_X_Impala,,,
938_X_Impala,,,
939_X_Impala,,,
940_X_Impala,,,
941_X_Impala,,,
943_X_Impala,,,
944_X_Impala,,,
945_X_Impala,,,
946_X_Impala,,,
947_X_Impala,,,
948_X_Impala,,,
949_X_Impala,,,
953_X_Impala,,,
957_X_Impala,,,
962_X_Impala,,,
965_X_Impala,,,
993_X_Impala,,,
1035_X_Impala,,,
1036_X_Impala,,,
1037_X_Impala,,,
1038_X_Impala,,,
1039_X_Impala,,,
1040_X_Impala,,,
1041_X_Impala,,,
1042_X_Impala,,,
1043_X_Impala,,,
1044_X_Impala,,,
1045_X_Impala,,,
1046_X_Impala,,,
1047_X_Impala,,,
1048_X_Impala,,,
1049_X_Impala,,,
1050_X_Impala,,,
1051_X_Impala,,,
1052_X_Impala,,,
1053_X_Impala,,,
1054_X_Impala,,,
1055_X_Impala,,,
1070_X_Impala,,,
3_X_Oceana1&2,,,
6_X_Oceana1&2,,,
7_X_Oceana1&2,,,
8_X_Oceana1&2,,,
9_X_Oceana1&2,,,
10_X_Oceana1&2,,,
11_X_Oceana1&2,,,
12_X_Oceana1&2,,,
13_X_Oceana1&2,,,
14_X_Oceana1&2,,,
15_X_Oceana1&2,,,
16_X_Oceana1&2,,,
17_X_Oceana1&2,,,
18_X_Oceana1&2,,,
20_X_Oceana1&2,,,
21_X_Oceana1&2,,,
26_X_Oceana1&2,,,
27_X_Oceana1&2,,,
28_X_Oceana1&2,,,
29_X_Oceana1&2,,,
31_X_Oceana1&2,,,
35_X_Oceana1&2,,,
38_X_Oceana1&2,,,
41_X_Oceana1&2,,,
42_X_Oceana1&2,,,
43_X_Oceana1&2,,,
44_X_Oceana1&2,,,
46_X_Oceana1&2,,,
47_X_Oceana1&2,,,
48_X_Oceana1&2,,,
49_X_Oceana1&2,1.0,,
50_X_Oceana1&2,,,
51_X_Oceana1&2,,,
52_X_Oceana1&2,,,
53_X_Oceana1&2,,,
54_X_Oceana1&2,,,
55_X_Oceana1&2,,,
62_X_Oceana1&2,,,
63_X_Oceana1&2,,,
64_X_Oceana1&2,,,
65_X_Oceana1&2,,,
66_X_Oceana1&2,,,
67_X_Oceana1&2,,,
70_X_Oceana1&2,,,
74_X_Oceana1&2,,,
77_X_Oceana1&2,,,
82_X_Oceana1&2,,,
83_X_Oceana1&2,,,
86_X_Oceana1&2,,,
90_X_Oceana1&2,,,
93_X_Oceana1&2,,,
95_X_Oceana1&2,,,
96_X_Oceana1&2,,,
97_X_Oceana1&2,,,
100_X_Oceana1&2,,,
101_X_Oceana1&2,,,
103_X_Oceana1&2,,,
104_X_Oceana1&2,,,
105_X_Oceana1&2,,,
109_X_Oceana1&2,1000000000.0,1300000000.0,1100000000.0
110_X_Oceana1&2,,,
111_X_Oceana1&2,,,
112_X_Oceana1&2,,,
113_X_Oceana1&2,,,
114_X_Oceana1&2,,,
115_X_Oceana1&2,,,
116_X_Oceana1&2,,,
118_X_Oceana1&2,,,
119_X_Oceana1&2,,,
120_X_Oceana1&2,,,
121_X_Oceana1&2,,,
122_X_Oceana1&2,,,
123_X_Oceana1&2,0.0,0.0,0.0
124_X_Oceana1&2,,,
125_X_Oceana1&2,,,
126_X_Oceana1&2,,,
128_X_Oceana1&2,132661.0,158244.0,166943.0
129_X_Oceana1&2,51007.0,59573.0,65947.0
130_X_Oceana1&2,63404.0,68227.0,76485.0
132_X_Oceana1&2,,,
133_X_Oceana1&2,,,
134_X_Oceana1&2,,,
135_X_Oceana1&2,,,
136_X_Oceana1&2,,,
137_X_Oceana1&2,,,
138_X_Oceana1&2,,,
141_X_Oceana1&2,,,
142_X_Oceana1&2,,,
143_X_Oceana1&2,,,
144_X_Oceana1&2,,,
145_X_Oceana1&2,,,
146_X_Oceana1&2,,,
148_X_Oceana1&2,,,
150_X_Oceana1&2,,,
151_X_Oceana1&2,,,
153_X_Oceana1&2,,,
154_X_Oceana1&2,,,
156_X_Oceana1&2,,,
157_X_Oceana1&2,,,
162_X_Oceana1&2,,,
163_X_Oceana1&2,,,
164_X_Oceana1&2,,,
166_X_Oceana1&2,,,
169_X_Oceana1&2,,,
170_X_Oceana1&2,,,
172_X_Oceana1&2,,,
179_X_Oceana1&2,,,
183_X_Oceana1&2,,,
185_X_Oceana1&2,,,
187_X_Oceana1&2,,,
188_X_Oceana1&2,,,
189_X_Oceana1&2,,,
190_X_Oceana1&2,,,
191_X_Oceana1&2,,,
193_X_Oceana1&2,,,
194_X_Oceana1&2,,,
195_X_Oceana1&2,,,
196_X_Oceana1&2,,,
197_X_Oceana1&2,,,
198_X_Oceana1&2,,,
203_X_Oceana1&2,,,
212_X_Oceana1&2,,,
213_X_Oceana1&2,,,
214_X_Oceana1&2,,,
216_X_Oceana1&2,,,
219_X_Oceana1&2,,,
220_X_Oceana1&2,,,
222_X_Oceana1&2,,,
226_X_Oceana1&2,,,
228_X_Oceana1&2,,,
229_X_Oceana1&2,,,
232_X_Oceana1&2,,,
236_X_Oceana1&2,,,
243_X_Oceana1&2,,,
244_X_Oceana1&2,,,
246_X_Oceana1&2,,,
252_X_Oceana1&2,,,
259_X_Oceana1&2,,,
262_X_Oceana1&2,,,
265_X_Oceana1&2,,,
267_X_Oceana1&2,,,
268_X_Oceana1&2,,,
269_X_Oceana1&2,,,
273_X_Oceana1&2,,,
274_X_Oceana1&2,,,
275_X_Oceana1&2,,,
276_X_Oceana1&2,,,
277_X_Oceana1&2,,,
278_X_Oceana1&2,,,
279_X_Oceana1&2,,,
281_X_Oceana1&2,,,
282_X_Oceana1&2,,,
285_X_Oceana1&2,,,
286_X_Oceana1&2,,,
287_X_Oceana1&2,,,
288_X_Oceana1&2,,,
289_X_Oceana1&2,,,
290_X_Oceana1&2,,,
291_X_Oceana1&2,,,
293_X_Oceana1&2,,,
294_X_Oceana1&2,,,
295_X_Oceana1&2,64.0,61.0,58.0
298_X_Oceana1&2,,,
300_X_Oceana1&2,,,
302_X_Oceana1&2,,,
308_X_Oceana1&2,,,
311_X_Oceana1&2,109.87,,
314_X_Oceana1&2,,,
316_X_Oceana1&2,,,
317_X_Oceana1&2,,,
318_X_Oceana1&2,,,
319_X_Oceana1&2,,,
321_X_Oceana1&2,,,
323_X_Oceana1&2,,,
324_X_Oceana1&2,,,
325_X_Oceana1&2,,,
326_X_Oceana1&2,,,
331_X_Oceana1&2,,,
332_X_Oceana1&2,,,
333_X_Oceana1&2,,,
334_X_Oceana1&2,,,
338_X_Oceana1&2,,,
339_X_Oceana1&2,,,
341_X_Oceana1&2,,,
343_X_Oceana1&2,,,
347_X_Oceana1&2,,,
348_X_Oceana1&2,,,
349_X_Oceana1&2,,,
353_X_Oceana1&2,,,
356_X_Oceana1&2,,,
364_X_Oceana1&2,,,
366_X_Oceana1&2,,,
367_X_Oceana1&2,,,
368_X_Oceana1&2,,,
369_X_Oceana1&2,,,
376_X_Oceana1&2,,,
379_X_Oceana1&2,,,
380_X_Oceana1&2,,,
382_X_Oceana1&2,,,
385_X_Oceana1&2,,,
390_X_Oceana1&2,,,
393_X_Oceana1&2,,,
394_X_Oceana1&2,,,
397_X_Oceana1&2,,,
